ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0050919,negative chemotaxis,7/791,46/18860,0.15217391304347827,3.6283185840707963,3.734193897590111,0.0028541513542227575,0.03265369823960009,0.02554868944420572,PLXNA4/FLRT3/SEMA3A/ROBO1/SEMA6D/NRP2/NRG1,7
GO:0034764,positive regulation of transmembrane transport,17/791,191/18860,0.08900523560209424,2.1221728741535997,3.261342690078233,0.002885480146548037,0.03265369823960009,0.02554868944420572,CACNB2/KLF15/ACSL1/IRS2/TRPC6/NR4A3/PIK3R1/FGF13/P2RX7/ANK2/BDKRB1/STIM2/SCN1B/SORBS1/AKAP7/SLC7A5/JPH2,17
GO:0051495,positive regulation of cytoskeleton organization,17/791,191/18860,0.08900523560209424,2.1221728741535997,3.261342690078233,0.002885480146548037,0.03265369823960009,0.02554868944420572,SYNPO2/CDC42EP3/AMOT/LMOD1/WASF3/PRKCE/NF2/CCN2/P2RX7/CARMIL1/MTSS1/CRACD/RGCC/NAV3/CCL11/CCDC15/SKA1,17
GO:0009308,amine metabolic process,11/791,99/18860,0.1111111111111111,2.6492484899564546,3.4423594223077347,0.0028880093987165385,0.03265369823960009,0.02554868944420572,MAOA/VCAM1/ABAT/GPR37/SAT1/CHDH/GCH1/TGFB2/INMT/SNCAIP/MAOB,11
GO:0043502,regulation of muscle adaptation,11/791,99/18860,0.1111111111111111,2.6492484899564546,3.4423594223077347,0.0028880093987165385,0.03265369823960009,0.02554868944420572,ERRFI1/FOXO1/LMCD1/NR4A3/FOXO3/ATP2A2/PPARG/AGT/PI16/RGS4/FBXO32,11
GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,4/791,15/18860,0.26666666666666666,6.35819637589549,4.343568730729136,0.0028937017139157805,0.03265369823960009,0.02554868944420572,TGFBR2/TGFB2/MSX2/TMEM100,4
GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis,4/791,15/18860,0.26666666666666666,6.35819637589549,4.343568730729136,0.0028937017139157805,0.03265369823960009,0.02554868944420572,TGFBR2/SOX9/AXIN2/COL27A1,4
GO:0045779,negative regulation of bone resorption,4/791,15/18860,0.26666666666666666,6.35819637589549,4.343568730729136,0.0028937017139157805,0.03265369823960009,0.02554868944420572,TMEM119/P2RX7/UBASH3B/INPP5D,4
GO:0070207,protein homotrimerization,4/791,15/18860,0.26666666666666666,6.35819637589549,4.343568730729136,0.0028937017139157805,0.03265369823960009,0.02554868944420572,STEAP4/P2RX7/SCARA5/ALOX5AP,4
GO:0048644,muscle organ morphogenesis,10/791,85/18860,0.11764705882352941,2.8050866364244813,3.4897800379933837,0.0029036192029201265,0.03269063267360875,0.02557758743846538,ADARB1/WNT2/COL11A1/LIF/S1PR1/TGFB2/NRG1/FGFR2/PKP2/DLL4,10
GO:0048813,dendrite morphogenesis,14/791,144/18860,0.09722222222222222,2.3180924287118976,3.3220113064973726,0.002961823112544226,0.03326979386693514,0.026030730888186096,TRPC6/PDLIM5/EPHB2/SEMA3A/EPHB3/TNIK/NEDD4L/PAK3/ZNF365/EPHA4/LZTS1/PHACTR1/PPFIA2/PREX2,14
GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,18/791,208/18860,0.08653846153846154,2.0633569969853154,3.2264769753783167,0.0029921180530625307,0.03353353262202199,0.02623708361119692,FSTL3/CCN3/FST/GDF15/FBN2/ING2/BMPER/CILP/CRIM1/SAP30/PPARG/RASL11B/TNFAIP6/PMEPA1/CHRDL2/CHRDL1/SFRP2/SORL1,18
GO:0002696,positive regulation of leukocyte activation,28/791,381/18860,0.07349081364829396,1.7522588437507258,3.1036380692344814,0.0030003264713498044,0.03354910508872963,0.026249267717048407,VCAM1/SOX4/ZBTB16/CDKN1A/IRS2/TGFBR2/IGFBP2/NR4A3/TSLP/CTSC/EPHB2/FOXO3/PLA2G4A/SMARCD2/SLC39A10/LEP/DUSP10/MAP3K8/SOCS1/TNFSF13B/THBS1/FGF10/SHB/IL12A/EGR3/INPP5D/TNFSF9/ICOSLG,28
GO:0150063,visual system development,31/791,436/18860,0.07110091743119266,1.6952759832519515,3.0731872528884936,0.00305872085271038,0.033977900733272795,0.02658476315395349,SOX4/WNT2/TGFBR2/CITED2/FBN2/EPHB2/COL4A1/NKD1/ALDH1A3/RHOJ/NF2/SOX9/SLITRK6/JUN/COL8A1/VEGFA/ANGPTL7/TGFB2/CDON/FZD5/FGF10/RAB11FIP4/MERTK/PRDM1/CHRDL1/SAMD11/PER2/TFAP2A/ABCB5/DLL4/SHROOM2,31
GO:0010464,regulation of mesenchymal cell proliferation,6/791,35/18860,0.17142857142857143,4.087411955932816,3.825089703676932,0.003059392281471514,0.033977900733272795,0.02658476315395349,WNT2/IRS2/TGFBR2/SOX9/SMO/FGFR2,6
GO:0110110,positive regulation of animal organ morphogenesis,6/791,35/18860,0.17142857142857143,4.087411955932816,3.825089703676932,0.003059392281471514,0.033977900733272795,0.02658476315395349,WNT2/GDNF/ROBO1/SOX9/FGF10/FGF1,6
GO:0003208,cardiac ventricle morphogenesis,9/791,72/18860,0.125,2.9804045512010116,3.5225762384777033,0.0030667656663522164,0.03398307900552456,0.026588814703295532,SOX4/COL11A1/TGFBR2/TGFB2/NRG1/FGFR2/SFRP2/PKP2/DLL4,9
GO:0019722,calcium-mediated signaling,20/791,242/18860,0.08264462809917356,1.9705154057527348,3.1792458769708776,0.003095029053184668,0.03421919762172712,0.026773557060902023,INPP5A/LMCD1/SGCD/NEGR1/DMD/ATP2A2/CLIC2/TRPA1/P2RX7/MCTP1/ANK2/GRIK1/ACKR4/MYOZ2/PLCG2/ACKR2/TMEM100/RCAN1/RCAN2/JPH2,20
GO:0060395,SMAD protein signal transduction,11/791,100/18860,0.11,2.62275600505689,3.4042176646927147,0.0031251652960581143,0.034474917615708346,0.026973635798169752,CCN3/GDF15/TGFBR2/BMPER/CILP/JUN/TGFB2/GDF7/PPARG/PMEPA1/GDF5,11
GO:0050770,regulation of axonogenesis,14/791,145/18860,0.09655172413793103,2.3021055843759535,3.29318250779368,0.0031554575417447367,0.03473121052658636,0.027174162793266222,CXCL12/CRABP2/EPHB2/RND2/EPHB3/ROBO1/FGF13/ULK2/VEGFA/SEMA6D/PAK3/CDH4/EPHA4/NGF,14
GO:0050867,positive regulation of cell activation,29/791,401/18860,0.07231920199501247,1.7243238301212833,3.0674775159431715,0.003218132345764629,0.03534198915437941,0.027652044145820603,VCAM1/SOX4/ZBTB16/CDKN1A/IRS2/TGFBR2/IGFBP2/NR4A3/TSLP/CTSC/EPHB2/FOXO3/PLA2G4A/SMARCD2/SLC39A10/ACTA2/LEP/DUSP10/MAP3K8/SOCS1/TNFSF13B/THBS1/FGF10/SHB/IL12A/EGR3/INPP5D/TNFSF9/ICOSLG,29
GO:0046850,regulation of bone remodeling,7/791,47/18860,0.14893617021276595,3.5511203163246092,3.6637966028835987,0.0032346235749082554,0.03538869581353304,0.027688588059497293,TMEM119/LEP/S1PR1/P2RX7/UBASH3B/PDK4/INPP5D,7
GO:0048592,eye morphogenesis,16/791,177/18860,0.0903954802259887,2.155320805388302,3.231070496307166,0.0032430245983803606,0.03538869581353304,0.027688588059497293,SOX4/WNT2/CITED2/FBN2/EPHB2/NKD1/ALDH1A3/SOX9/COL8A1/VEGFA/CDON/FZD5/PRDM1/SAMD11/TFAP2A/SHROOM2,16
GO:0007596,blood coagulation,20/791,243/18860,0.0823045267489712,1.962406288856633,3.1592737043355896,0.0032439637829071956,0.03538869581353304,0.027688588059497293,PDPN/C1QTNF1/HPS5/RAP2B/EPHB2/PLA2G4A/ANGPTL1/SLC7A11/ITGA2/TSPAN8/ANGPTL7/THBS1/UBASH3B/MERTK/ADRA2A/HPSE/PRRG3/PLCG2/TSPAN32/HTR2A,20
GO:0060326,cell chemotaxis,25/791,330/18860,0.07575757575757576,1.8063057886066736,3.0917156976558426,0.003302712130802295,0.03594987540607808,0.02812766246470422,DUSP1/VCAM1/CXCL12/CCN3/DAPK2/NEDD9/S1PR1/HMGB2/VEGFA/TGFB2/THBS1/IL34/RAC3/TNFAIP6/NR4A1/IL12A/ACKR4/CH25H/EGR3/FGF1/CYP19A1/MSTN/CCL7/ACKR2/CCL11,25
GO:0008544,epidermis development,29/791,402/18860,0.07213930348258707,1.7200344673597878,3.0531947361469003,0.003334331429208725,0.036213930754319924,0.028334262894426178,ERRFI1/FST/CDKN1A/COL7A1/CRABP2/AQP3/MAFF/STARD7/NCOA3/LDB2/ALOX15B/ATP2A2/CCN2/SOX9/LGR4/SMO/SLITRK6/TGFB2/FGF10/EDA/MAFB/MSX2/SFRP4/FGFR2/HPSE/PRKCH/APCDD1/KRT7/JAG2,29
GO:0099175,regulation of postsynapse organization,14/791,146/18860,0.0958904109589041,2.286337737907625,3.2645899499293334,0.0033593310699852478,0.03633264393195416,0.02842714566948146,PDLIM5/EPHB2/RPS6KA5/NEDD9/LRRTM2/CYFIP2/RAC3/NRP2/PLPPR4/PAK3/EPHA4/LZTS1/PPFIA2/ELMO1,14
GO:0045637,regulation of myeloid cell differentiation,19/791,227/18860,0.08370044052863436,1.9956893911125715,3.1577368081847297,0.0033739885946974745,0.03633264393195416,0.02842714566948146,FSTL3/ZBTB16/FOXO3/LIF/PIK3R1/NEDD9/GLUL/RASSF2/LRRC17/HMGB2/GPR68/YPEL4/IL34/UBASH3B/MAFB/TNFAIP6/TNFRSF11B/CAMK4/INPP5D,19
GO:0061387,regulation of extent of cell growth,11/791,101/18860,0.10891089108910891,2.596788123818703,3.366539016759048,0.0033777158192873106,0.03633264393195416,0.02842714566948146,CXCL12/PLXNA4/CRABP2/RND2/SEMA3A/FGF13/ULK2/VEGFA/SEMA6D/CDH4/NGF,11
GO:0050927,positive regulation of positive chemotaxis,5/791,25/18860,0.2,4.768647281921618,3.9450562295418172,0.0033821851465111797,0.03633264393195416,0.02842714566948146,CXCL12/S1PR1/ITGA2/VEGFA/FGF10,5
GO:0051953,negative regulation of amine transport,5/791,25/18860,0.2,4.768647281921618,3.9450562295418172,0.0033821851465111797,0.03633264393195416,0.02842714566948146,ABAT/LEP/ADRA2A/ADORA1/RGS4,5
GO:0042310,vasoconstriction,10/791,87/18860,0.11494252873563218,2.740601886161849,3.404652165854339,0.0034452895667088108,0.03684961884392902,0.028831633742457945,OXTR/ACTA2/LEP/ADRA1B/BDKRB2/AGT/ADRA2A/ARHGAP42/PER2/HTR2A,10
GO:0055117,regulation of cardiac muscle contraction,10/791,87/18860,0.11494252873563218,2.740601886161849,3.404652165854339,0.0034452895667088108,0.03684961884392902,0.028831633742457945,DMD/ATP2A2/CLIC2/ADRA1B/FGF13/ANK2/STC1/ADORA1/PKP2/JPH2,10
GO:0006536,glutamate metabolic process,6/791,36/18860,0.16666666666666666,3.9738727349346816,3.7367856420008265,0.003543312075319796,0.03765247388892742,0.029459798248140257,GCLM/PRODH/GLS/ADHFE1/GLUL/SLC7A11,6
GO:0033687,osteoblast proliferation,6/791,36/18860,0.16666666666666666,3.9738727349346816,3.7367856420008265,0.003543312075319796,0.03765247388892742,0.029459798248140257,TMEM119/NF2/AXIN2/CCN1/FGFR2/HPSE,6
GO:0071392,cellular response to estradiol stimulus,6/791,36/18860,0.16666666666666666,3.9738727349346816,3.7367856420008265,0.003543312075319796,0.03765247388892742,0.029459798248140257,CFLAR/NCOA3/ITGA2/MSX2/KIF18A/ESR1,6
GO:2001234,negative regulation of apoptotic signaling pathway,20/791,245/18860,0.08163265306122448,1.946386645682293,3.119612403126442,0.0035598391507188267,0.03774657030503584,0.029533420540332915,CXCL12/ARHGEF2/GCLM/HIGD1A/CFLAR/ING2/GDNF/FAIM2/HMGB2/BDKRB2/BRCA1/RTKN2/UNC5B/THBS1/FGF10/IER3/NRG1/SFRP2/HMOX1/PTGS2,20
GO:0050796,regulation of insulin secretion,16/791,179/18860,0.0893854748603352,2.131239008680053,3.181715479615764,0.0036233083879188954,0.0383369403624967,0.02999533395499581,SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/TRPA1/GPR68/ADCY8/ADRA2A/PER2/RAPGEF4/EPHA5/ACVR1C,16
GO:0002042,cell migration involved in sprouting angiogenesis,11/791,102/18860,0.10784313725490197,2.5713294167224414,3.329312598127727,0.003646364123234532,0.03839911556304408,0.030043980661970945,PIK3R3/RHOJ/PLK2/ROBO1/VEGFA/THBS1/NR4A1/EGR3/HMOX1/PTGS2/DLL4,11
GO:0045638,negative regulation of myeloid cell differentiation,11/791,102/18860,0.10784313725490197,2.5713294167224414,3.329312598127727,0.003646364123234532,0.03839911556304408,0.030043980661970945,FSTL3/ZBTB16/PIK3R1/LRRC17/GPR68/YPEL4/UBASH3B/MAFB/TNFAIP6/TNFRSF11B/INPP5D,11
GO:0021575,hindbrain morphogenesis,7/791,48/18860,0.14583333333333334,3.477138643067847,3.5952902833235574,0.003652598797460291,0.03839911556304408,0.030043980661970945,TRNP1/CBS/LOC102724560/TUBA1A/FAIM2/SMO/ZNF365,7
GO:0061180,mammary gland epithelium development,9/791,74/18860,0.12162162162162163,2.899853076844227,3.4260936541170697,0.0036983448947202923,0.03840787790391189,0.030050836434447108,WNT2/ROBO1/SMO/FGF10/MSX2/LBH/FGFR2/ESR1/CCL11,9
GO:1901379,regulation of potassium ion transmembrane transport,9/791,74/18860,0.12162162162162163,2.899853076844227,3.4260936541170697,0.0036983448947202923,0.03840787790391189,0.030050836434447108,ABCC9/ANK2/NEDD4L/KCNS1/KCNE3/AKAP7/RGS4/KCNS3/WNK4,9
GO:0030316,osteoclast differentiation,12/791,117/18860,0.10256410256410256,2.445460144575189,3.2814063394432735,0.00371157418060182,0.03840787790391189,0.030050836434447108,FSTL3/PIK3R1/NEDD9/RASSF2/LRRC17/GPR68/UBASH3B/MAFB/TNFAIP6/TNFRSF11B/CAMK4/INPP5D,12
GO:0009070,serine family amino acid biosynthetic process,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,CBS/LOC102724560/PHGDH/PSAT1,4
GO:0010273,detoxification of copper ion,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,MT2A/MT1E/MT1X/MT1M,4
GO:0010766,negative regulation of sodium ion transport,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,PRKCE/NEDD4L/AGT/WNK4,4
GO:0060413,atrial septum morphogenesis,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,SOX4/SMO/TGFB2/CCN1,4
GO:0072077,renal vesicle morphogenesis,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,LIF/GDNF/SOX9/SMO,4
GO:0072537,fibroblast activation,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,GCLM/ACTA2/LEP/RGCC,4
GO:1990169,stress response to copper ion,4/791,16/18860,0.25,5.960809102402023,4.153425948384744,0.003731497080908513,0.03840787790391189,0.030050836434447108,MT2A/MT1E/MT1X/MT1M,4
GO:0009267,cellular response to starvation,17/791,196/18860,0.08673469387755102,2.0680358110374364,3.144792540018033,0.0037632378537109496,0.03865371657673877,0.030243183894123594,INHBB/CDKN1A/FOXO1/PRKAG2/ATF3/FOXO3/HIGD1A/MAP1LC3C/CADPS2/GLUL/SLC38A2/PAK3/UPP1/PDK4/PRKCH/SLC7A5/ELAPOR1,17
GO:0050708,regulation of protein secretion,22/791,281/18860,0.07829181494661921,1.8667302527095302,3.0627141235692537,0.003826821611197528,0.03922492151477466,0.03069010226348544,SOX4/INHBB/RAB11FIP1/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/TRPA1/P2RX7/GPR68/TGFB2/PPARG/ADCY8/IL12A/ADRA2A/ANG/PER2/RAPGEF4/EPHA5/ACVR1C,22
GO:0003231,cardiac ventricle development,13/791,133/18860,0.09774436090225563,2.330541904698535,3.2218163807178675,0.003923994824998651,0.040134012839915224,0.031401387453053056,SOX4/COL11A1/TGFBR2/CITED2/ROBO1/TGFB2/CCN1/NRG1/PRDM1/FGFR2/SFRP2/PKP2/DLL4,13
GO:0001823,mesonephros development,11/791,103/18860,0.10679611650485436,2.546365053453291,3.2925278916881116,0.003931828087162427,0.040134012839915224,0.031401387453053056,ZBTB16/BMPER/GDNF/SOX9/LGR4/SMO/VEGFA/FGF10/AGT/FGFR2/FGF1,11
GO:0035988,chondrocyte proliferation,5/791,26/18860,0.19230769230769232,4.5852377710784795,3.8274882589077865,0.004045076785078204,0.040866073475533386,0.0319741614676991,ERRFI1/CCN3/CCN2/SOX9/STC1,5
GO:0050926,regulation of positive chemotaxis,5/791,26/18860,0.19230769230769232,4.5852377710784795,3.8274882589077865,0.004045076785078204,0.040866073475533386,0.0319741614676991,CXCL12/S1PR1/ITGA2/VEGFA/FGF10,5
GO:0060343,trabecula formation,5/791,26/18860,0.19230769230769232,4.5852377710784795,3.8274882589077865,0.004045076785078204,0.040866073475533386,0.0319741614676991,ADAMTS1/COL1A1/FBN2/VEGFA/MSX2,5
GO:0060706,cell differentiation involved in embryonic placenta development,5/791,26/18860,0.19230769230769232,4.5852377710784795,3.8274882589077865,0.004045076785078204,0.040866073475533386,0.0319741614676991,LIF/SPINT2/FZD5/PRDM1/E2F7,5
GO:0071276,cellular response to cadmium ion,5/791,26/18860,0.19230769230769232,4.5852377710784795,3.8274882589077865,0.004045076785078204,0.040866073475533386,0.0319741614676991,MT2A/MT1E/MT1X/MT1M/HMOX1,5
GO:0050817,coagulation,20/791,248/18860,0.08064516129032258,1.9228416459361364,3.0608145463317036,0.00408142646425724,0.04090601608075141,0.032005413095273404,PDPN/C1QTNF1/HPS5/RAP2B/EPHB2/PLA2G4A/ANGPTL1/SLC7A11/ITGA2/TSPAN8/ANGPTL7/THBS1/UBASH3B/MERTK/ADRA2A/HPSE/PRRG3/PLCG2/TSPAN32/HTR2A,20
GO:0017145,stem cell division,6/791,37/18860,0.16216216216216217,3.866470769125636,3.6516107033669636,0.004081848072269918,0.04090601608075141,0.032005413095273404,ZBTB16/NCOA3/ING2/TGFB2/LBH/SFRP2,6
GO:0090183,regulation of kidney development,6/791,37/18860,0.16216216216216217,3.866470769125636,3.6516107033669636,0.004081848072269918,0.04090601608075141,0.032005413095273404,GDNF/SOX9/LGR4/SMO/VEGFA/AGT,6
GO:0060541,respiratory system development,19/791,231/18860,0.08225108225108226,1.9611319990586744,3.075209928613944,0.004082287377164419,0.04090601608075141,0.032005413095273404,PDPN/ERRFI1/WNT2/CRISPLD2/TGFBR2/LIF/ALDH1A3/PKDCC/SLC7A11/CCN2/SOX9/VEGFA/FGF10/RSPO2/EDA/FGFR2/RXFP1/FGF1/HSD11B1,19
GO:0060443,mammary gland morphogenesis,7/791,49/18860,0.14285714285714285,3.406176629944013,3.528581198675331,0.004110376951961561,0.04102039473357176,0.03209490448024646,TGFBR2/FGF10/MSX2/FGFR2/RXFP1/ESR1/CCL11,7
GO:1905314,semi-lunar valve development,7/791,49/18860,0.14285714285714285,3.406176629944013,3.528581198675331,0.004110376951961561,0.04102039473357176,0.03209490448024646,TGFBR2/ROBO1/SOX9/AXIN2/TGFB2/ADAMTS5/DLL4,7
GO:0046777,protein autophosphorylation,13/791,134/18860,0.09701492537313433,2.3131498009321283,3.1917191907766815,0.004183623998718553,0.04166686249735887,0.03260070948926859,ERRFI1/NEK10/DAPK2/MEX3B/EPHB3/TNIK/ULK2/RASSF2/VEGFA/STK17B/NRG1/CAMK2A/FGFR2,13
GO:0055008,cardiac muscle tissue morphogenesis,8/791,62/18860,0.12903225806451613,3.076546633497818,3.426590636405528,0.004214963247506357,0.04189418015703288,0.03277856586099043,WNT2/COL11A1/S1PR1/TGFB2/NRG1/FGFR2/PKP2/DLL4,8
GO:0061326,renal tubule development,11/791,104/18860,0.10576923076923077,2.5218807740931637,3.2561747280190687,0.004234839794328251,0.041925165483993665,0.03280280919447258,COL4A1/LIF/GDNF/SOX9/LGR4/SMO/VEGFA/AGT/MTSS1/FGF1/WNK4,11
GO:0010876,lipid localization,33/791,483/18860,0.06832298136645963,1.6290409969297455,2.9301895940596574,0.00423512342389123,0.041925165483993665,0.03280280919447258,TEX2/ACSL1/IRS2/C1QTNF1/CRABP2/PNPLA2/STARD7/PLA2G4A/LEP/ABCA6/OSBPL3/ATP10A/P2RX7/APOD/BDKRB2/ABCA10/THBS1/ABHD5/PPARG/AGT/CIDEC/PLPPR4/SLC51B/NPC1L1/CYP19A1/PTGS2/APOLD1/ABCA4/PRELID2/ABCB4/APOB/RBP1/WNK4,33
GO:0007265,Ras protein signal transduction,12/791,119/18860,0.10084033613445378,2.404359974078127,3.215407766958222,0.004260654784835153,0.04200486681514806,0.03286516858001636,CDKN1A/EPHB2/PLK2/RGL1/RASGRP2/RAPGEF5/SYDE2/TGFB2/FGF10/ADRA2A/NGF/RAPGEF4,12
GO:0060840,artery development,12/791,119/18860,0.10084033613445378,2.404359974078127,3.215407766958222,0.004260654784835153,0.04200486681514806,0.03286516858001636,SOX4/TGFBR2/CITED2/LEP/ROBO1/VEGFA/TGFB2/DDIT3/EGR2/PRDM1/APOB/DLL4,12
GO:0022604,regulation of cell morphogenesis,20/791,249/18860,0.08032128514056225,1.915119390329967,3.041396835232212,0.0042687872779622014,0.04200486681514806,0.03286516858001636,FGD4/PDPN/CDC42EP3/EPHB2/WASF3/RHOJ/NF2/ATP10A/KANK1/ENPP2/NEDD4L/VEGFA/YPEL4/ZNF135/RAC3/EPHA4/CCL7/RIMS1/NTNG1/CCL11,20
GO:0001704,formation of primary germ layer,13/791,135/18860,0.0962962962962963,2.2960153579622604,3.161889090566647,0.004456942795819264,0.043690661137838295,0.03418415656420082,DUSP1/COL11A1/NR4A3/COL7A1/TXNRD1/NF2/DUSP5/ITGA2/ITGA8/COL8A1/MMP15/FGFR2/SFRP2,13
GO:0006836,neurotransmitter transport,18/791,216/18860,0.08333333333333333,1.9869363674673408,3.052298435120043,0.0044578682705680535,0.043690661137838295,0.03418415656420082,SLC6A6/SLC6A9/GPM6B/CADPS2/ATP2A2/GDNF/SYN2/SLC38A2/P2RX7/MCTP1/CAMK2A/STX11/SNCAIP/PER2/NGF/PPFIA2/SYNGR3/RIMS1,18
GO:0072073,kidney epithelium development,14/791,151/18860,0.09271523178807947,2.21063119029479,3.1250398369147585,0.00454643305054652,0.04438184644581127,0.03472494917679328,KLF15/LIF/BMPER/GDNF/SOX9/LGR4/SMO/VEGFA/AGT/MTSS1/FGFR2/EPHA4/FGF1/WNK4,14
GO:0120161,regulation of cold-induced thermogenesis,14/791,151/18860,0.09271523178807947,2.21063119029479,3.1250398369147585,0.00454643305054652,0.04438184644581127,0.03472494917679328,ACSL1/OXTR/SCD/LEP/LGR4/VEGFA/DDIT3/G0S2/DIO2/ADAMTS5/PER2/IRF4/ZNF423/GADD45G,14
GO:0044344,cellular response to fibroblast growth factor stimulus,12/791,120/18860,0.1,2.384323640960809,3.1829072135981513,0.004558612898815666,0.04439820846912712,0.03473775104227597,COL1A1/FLRT3/GCLM/POSTN/CCN2/THBS1/FGF10/NR4A1/FGFR2/EGR3/FGF1/DLL4,12
GO:0003016,respiratory system process,7/791,50/18860,0.14,3.338053097345133,3.463582105824426,0.00461028975999017,0.04439820846912712,0.03473775104227597,NEK10/STARD7/GLS/DDIT3/ADORA1/JAG2/CFAP54,7
GO:0045747,positive regulation of Notch signaling pathway,7/791,50/18860,0.14,3.338053097345133,3.463582105824426,0.00461028975999017,0.04439820846912712,0.03473775104227597,CCN3/ROBO1/TGFB2/FGF10/LFNG/JAG2/DLL4,7
GO:1901342,regulation of vasculature development,27/791,375/18860,0.072,1.7167130214917823,2.933132718670672,0.0046412135654325054,0.04439820846912712,0.03473775104227597,ADAMTS1/ADAM12/CXCL12/AMOT/TGFBR2/WARS1/LEP/RHOJ/PLK2/BMPER/GLUL/ADM2/DDAH1/RHOB/BRCA1/VEGFA/ANGPTL7/TGFB2/THBS1/PPARG/VASH2/COL4A3/RGCC/SFRP2/HMOX1/FGF1/CCL11,27
GO:0010718,positive regulation of epithelial to mesenchymal transition,8/791,63/18860,0.12698412698412698,3.0277125599502335,3.372973338398196,0.0046548274885133195,0.04439820846912712,0.03473775104227597,PDPN/COL1A1/TGFBR2/AXIN2/TGFB2/AGT/RGCC/GCNT2,8
GO:0045604,regulation of epidermal cell differentiation,8/791,63/18860,0.12698412698412698,3.0277125599502335,3.372973338398196,0.0046548274885133195,0.04439820846912712,0.03473775104227597,ERRFI1/AQP3/MAFF/NCOA3/ALOX15B/MSX2/SFRP4/PRKCH,8
GO:0042063,gliogenesis,26/791,357/18860,0.07282913165266107,1.7364822035008693,2.9393804655788567,0.004662812005916362,0.04439820846912712,0.03473775104227597,KLF15/SOX4/LAMA2/SUN2/DAAM2/PLPP3/GPM6B/PHGDH/WASF3/TUBA1A/LIF/NEGR1/DUSP10/NF2/SOX9/SMO/TENM4/TGFB2/IL34/FGF10/EGR2/ZNF365/EPHA4/PRKCH/APCDD1/SLC7A5,26
GO:0046394,carboxylic acid biosynthetic process,25/791,339/18860,0.07374631268436578,1.7583507676702133,2.9479375361993676,0.004664902011980337,0.04439820846912712,0.03473775104227597,ACSS1/ERRFI1/ACSL1/GGT5/PRKAG2/CBS/LOC102724560/PHGDH/ABAT/SCD/PLA2G4A/ALDH1A3/FADS3/ALOX15B/GLS/PSAT1/OSBPL3/GLUL/BRCA1/TRIB3/PER2/PDK4/PTGS2/RBP1/ALOX5AP,25
GO:0070588,calcium ion transmembrane transport,25/791,339/18860,0.07374631268436578,1.7583507676702133,2.9479375361993676,0.004664902011980337,0.04439820846912712,0.03473775104227597,CACNB2/TRPC6/PRKCE/DMD/ATP2A2/FAIM2/CLIC2/TRPA1/P2RX7/ANK2/BDKRB1/STIM2/DDIT3/UBASH3B/PKD1L2/CACNA1G/TRPV6/TMC2/SLC24A3/TMEM37/NGF/PLCG2/CATSPER2/HTR2A/JPH2,25
GO:0010934,macrophage cytokine production,6/791,38/18860,0.15789473684210525,3.764721538359172,3.5693638651718143,0.004678561792818726,0.04439820846912712,0.03473775104227597,P2RX7/TGFB2/IRAK3/GPRC5B/ACP5/PLCG2,6
GO:0010935,regulation of macrophage cytokine production,6/791,38/18860,0.15789473684210525,3.764721538359172,3.5693638651718143,0.004678561792818726,0.04439820846912712,0.03473775104227597,P2RX7/TGFB2/IRAK3/GPRC5B/ACP5/PLCG2,6
GO:0031646,positive regulation of nervous system process,6/791,38/18860,0.15789473684210525,3.764721538359172,3.5693638651718143,0.004678561792818726,0.04439820846912712,0.03473775104227597,ABAT/WASF3/ITGA2/TENM4/EGR2/RIMS1,6
GO:0086004,regulation of cardiac muscle cell contraction,6/791,38/18860,0.15789473684210525,3.764721538359172,3.5693638651718143,0.004678561792818726,0.04439820846912712,0.03473775104227597,ATP2A2/FGF13/ANK2/STC1/ADORA1/PKP2,6
GO:0030728,ovulation,4/791,17/18860,0.23529411764705882,5.610173272848963,3.9787550082160994,0.00471956565637266,0.04439820846912712,0.03473775104227597,ADAMTS1/INHBB/FOXO3/LEP,4
GO:0032310,prostaglandin secretion,4/791,17/18860,0.23529411764705882,5.610173272848963,3.9787550082160994,0.00471956565637266,0.04439820846912712,0.03473775104227597,PLA2G4A/LEP/P2RX7/PTGS2,4
GO:0043278,response to morphine,4/791,17/18860,0.23529411764705882,5.610173272848963,3.9787550082160994,0.00471956565637266,0.04439820846912712,0.03473775104227597,PPP1R1B/PRKCE/ADCY8/ADRA2A,4
